id,occupation,gender,fame,birthyear
19866,performer,male,superstar,C
45548,creator,male,superstar,B
19521,creator,male,superstar,B
45213,performer,male,superstar,B
1087,creator,male,superstar,D
270,performer,female,superstar,C
33382,performer,male,superstar,B
47415,performer,male,superstar,C
6266,performer,male,superstar,D
31564,sports,male,superstar,B
47708,performer,male,superstar,E
42036,performer,male,superstar,D
43048,sports,male,superstar,B
6327,creator,male,superstar,D
38788,creator,male,superstar,C
42380,manager,male,superstar,E
13728,creator,male,superstar,D
44347,performer,male,superstar,D
20726,performer,male,superstar,C
11819,performer,female,superstar,C
46296,creator,male,superstar,D
8231,performer,male,superstar,D
17132,sports,male,superstar,C
11237,performer,male,superstar,D
35045,performer,female,superstar,C
38185,performer,female,superstar,C
45059,performer,female,superstar,B
11401,performer,male,superstar,B
43851,performer,female,superstar,B
27725,creator,male,superstar,D
36235,sports,male,superstar,B
28449,creator,male,superstar,C
40450,performer,female,superstar,B
29858,performer,female,superstar,D
3705,performer,male,superstar,C
1507,creator,male,superstar,E
14267,performer,male,superstar,B
2966,performer,female,superstar,B
34757,sports,male,superstar,C
38268,performer,male,superstar,D
4243,manager,male,superstar,D
34128,creator,male,superstar,E
27275,performer,male,superstar,C
23408,sports,male,superstar,C
46054,performer,female,superstar,C
11811,performer,male,superstar,B
35828,performer,female,superstar,C
29873,performer,male,superstar,C
19238,performer,male,superstar,C
40029,creator,male,superstar,D
4976,performer,female,superstar,B
10874,performer,male,superstar,C
37999,performer,male,superstar,B
20181,performer,male,superstar,D
8217,performer,male,superstar,C
45880,sports,male,superstar,D
18638,performer,male,superstar,B
44650,creator,male,superstar,D
18786,performer,female,superstar,C
44437,performer,female,superstar,C
10508,performer,female,superstar,E
26603,sports,male,superstar,C
9232,performer,male,superstar,D
11796,performer,male,superstar,D
25080,creator,male,superstar,E
33919,performer,male,superstar,C
19560,performer,female,superstar,B
35539,performer,female,superstar,B
32469,performer,female,superstar,B
3650,creator,male,superstar,D
15320,performer,female,superstar,C
46801,performer,male,superstar,C
35930,performer,male,superstar,C
28089,manager,male,superstar,D
19637,creator,female,superstar,E
34609,performer,male,superstar,B
24949,performer,male,superstar,D
2518,performer,male,superstar,D
31824,performer,female,superstar,C
12764,creator,male,superstar,E
29619,creator,male,superstar,D
14047,performer,male,superstar,D
47637,performer,male,superstar,D
43306,performer,female,superstar,C
27030,sports,male,superstar,C
41660,performer,female,superstar,C
40136,sports,male,superstar,C
29770,manager,female,superstar,D
4941,performer,male,superstar,D
36005,politics,male,superstar,D
46303,sports,male,superstar,C
29083,creator,male,superstar,D
26199,performer,male,superstar,C
16731,creator,male,superstar,D
44319,creator,male,superstar,C
40641,performer,male,superstar,D
5121,politics,male,superstar,E
31446,sports,male,superstar,D
37913,performer,male,superstar,C
18084,performer,female,superstar,C
17415,performer,male,superstar,C
47118,performer,male,superstar,D
30074,performer,male,superstar,E
29881,sports,male,superstar,C
32889,creator,male,superstar,D
38078,performer,female,superstar,B
42141,performer,male,superstar,D
48050,creator,male,superstar,C
45875,performer,female,superstar,C
26350,performer,female,superstar,C
3072,performer,male,superstar,C
34273,performer,male,superstar,D
10357,performer,male,superstar,C
31750,politics,male,superstar,E
16898,performer,male,superstar,C
39060,performer,male,superstar,D
15195,performer,male,superstar,B
22270,performer,female,superstar,E
32791,manager,male,superstar,C
16207,creator,male,superstar,E
28094,performer,female,superstar,D
2230,sports,male,superstar,C
10686,performer,male,superstar,E
47925,performer,female,superstar,C
17373,performer,female,superstar,B
45386,creator,male,superstar,C
3826,creator,male,superstar,D
46486,performer,female,superstar,B
2490,creator,male,superstar,C
21750,politics,male,superstar,E
35196,performer,female,superstar,C
887,creator,male,superstar,D
25290,creator,female,superstar,D
36381,performer,female,superstar,C
22963,creator,male,superstar,B
19491,creator,female,superstar,B
11519,performer,male,superstar,D
3785,performer,female,superstar,C
44369,creator,male,superstar,E
2785,performer,male,superstar,D
14809,performer,female,superstar,B
29945,sports,male,superstar,B
46528,performer,male,superstar,B
21388,performer,male,superstar,C
8547,performer,male,superstar,B
19257,politics,male,superstar,E
27726,sports,male,superstar,C
32553,performer,nonbinary,superstar,E
20880,performer,male,superstar,D
40576,performer,female,superstar,C
17410,politics,male,superstar,D
47880,performer,male,superstar,D
37546,performer,female,superstar,C
17167,creator,male,superstar,C
15422,sports,male,superstar,B
40841,performer,male,superstar,C
33350,performer,female,superstar,B
25190,sports,male,superstar,B
19113,sports,male,superstar,C
17537,performer,male,superstar,B
31372,performer,male,superstar,C
46914,performer,female,superstar,C
41320,creator,male,superstar,D
23981,performer,female,superstar,B
41991,sports,male,superstar,C
27202,performer,female,superstar,B
38685,sports,male,superstar,B
41519,performer,female,superstar,C
12246,creator,male,superstar,D
7521,performer,female,superstar,B
10229,performer,male,superstar,D
46567,performer,male,superstar,D
4102,performer,male,superstar,C
15216,politics,male,superstar,C
33811,creator,female,superstar,B
16755,performer,female,superstar,B
24758,performer,female,superstar,B
32830,sports,female,superstar,B
33607,politics,male,superstar,C
5717,performer,male,superstar,C
48035,creator,female,superstar,C
19277,performer,male,superstar,B
23573,performer,female,superstar,E
19694,performer,female,superstar,B
13917,performer,male,superstar,C
7228,performer,female,superstar,B
11438,creator,female,superstar,C
7382,performer,female,superstar,B
14525,performer,male,superstar,B
32013,performer,male,superstar,C
42383,performer,male,superstar,B
19202,creator,male,superstar,D
47215,creator,male,superstar,C
28700,creator,male,superstar,D
32597,performer,female,superstar,B
6213,performer,male,superstar,C
24996,performer,male,superstar,C
38380,performer,male,superstar,C
19363,performer,male,superstar,B
21950,performer,male,superstar,C
6017,performer,female,superstar,C
7242,performer,male,superstar,C
47834,creator,male,superstar,D
48259,performer,female,superstar,C
41134,performer,female,superstar,C
43011,performer,female,superstar,C
29609,performer,female,superstar,C
18583,politics,female,superstar,E
28114,creator,male,superstar,C
3777,sports,male,superstar,D
24394,performer,male,superstar,D
42523,performer,male,superstar,C
10750,performer,male,superstar,B
20408,creator,female,superstar,D
26870,manager,male,superstar,D
41948,performer,female,superstar,C
17668,politics,male,superstar,E
35450,performer,female,superstar,C
15999,performer,female,superstar,B
26185,manager,male,superstar,E
38578,performer,female,superstar,C
23829,creator,male,superstar,C
14107,performer,male,superstar,B
7011,manager,male,superstar,D
40249,performer,male,superstar,E
30247,sports,male,superstar,B
2032,performer,male,superstar,B
40534,performer,female,superstar,B
21893,sports,male,superstar,B
42206,performer,male,superstar,C
29728,performer,male,superstar,D
3611,performer,male,superstar,B
4791,sports,male,superstar,C
4513,performer,female,superstar,B
4963,sports,female,superstar,B
20957,creator,male,superstar,D
31145,politics,male,superstar,D
46112,sports,male,superstar,B
22215,sports,male,superstar,C
28184,sports,male,superstar,B
7471,performer,male,superstar,D
47499,politics,male,superstar,E
907,performer,male,superstar,C
29377,performer,female,superstar,B
26828,creator,female,superstar,B
17863,creator,male,superstar,D
21252,science,male,superstar,C
22757,creator,male,superstar,C
4184,science,male,superstar,D
34953,creator,male,superstar,D
41413,performer,male,superstar,E
4454,creator,female,superstar,C
10198,sports,male,superstar,C
33556,performer,male,superstar,D
30075,creator,female,superstar,E
17416,creator,female,superstar,D
12613,creator,male,superstar,C
20399,sports,male,superstar,B
20591,performer,male,superstar,C
47646,performer,female,superstar,B
26346,performer,male,superstar,C
4262,performer,female,superstar,B
32950,performer,male,superstar,B
47427,performer,male,superstar,B
45127,performer,male,superstar,E
42192,sports,male,superstar,B
21787,performer,male,superstar,C
20824,creator,female,superstar,C
11200,sports,male,superstar,B
30218,performer,male,superstar,C
31185,creator,male,superstar,D
31549,performer,male,superstar,B
932,sports,male,superstar,C
8710,performer,male,superstar,D
9279,politics,male,superstar,C
31496,performer,male,superstar,B
43615,performer,female,superstar,B
27069,politics,male,superstar,C
17913,performer,male,superstar,D
14804,performer,male,superstar,C
20720,performer,female,superstar,C
40873,sports,male,superstar,B
21858,performer,male,superstar,E
2165,creator,male,superstar,D
35352,performer,male,superstar,C
7559,creator,male,superstar,D
5164,performer,female,superstar,C
21924,performer,female,superstar,C
38415,performer,female,superstar,C
31091,performer,female,superstar,C
36555,performer,male,superstar,C
10706,performer,male,superstar,C
13499,manager,male,superstar,C
88,science,male,superstar,C
27233,politics,male,superstar,E
14403,performer,male,superstar,B
23745,creator,female,superstar,D
21477,performer,female,superstar,D
33067,performer,male,superstar,D
47633,creator,male,superstar,D
20228,performer,male,superstar,E
26339,creator,female,superstar,D
32782,performer,male,superstar,B
5959,manager,female,superstar,C
47807,creator,female,superstar,C
9685,sports,male,superstar,B
45461,creator,male,superstar,E
14238,sports,male,superstar,C
16596,science,male,superstar,E
1279,creator,female,superstar,B
30851,creator,male,superstar,C
624,sports,male,superstar,C
25446,sports,male,superstar,C
18177,sports,male,superstar,C
22407,performer,male,superstar,D
38247,sports,male,superstar,B
23883,politics,male,superstar,E
36872,sports,male,superstar,B
12908,creator,female,superstar,E
38572,performer,male,superstar,C
17609,sports,male,superstar,B
37317,performer,female,superstar,B
42578,politics,male,superstar,C
15670,performer,female,superstar,C
8292,performer,female,superstar,C
20977,performer,male,superstar,C
11494,performer,male,superstar,D
30457,performer,female,superstar,B
14476,performer,female,superstar,C
28795,performer,male,superstar,C
34574,creator,female,superstar,E
42388,performer,male,superstar,B
26509,creator,female,superstar,C
21054,performer,male,superstar,C
14379,creator,male,superstar,C
24631,performer,male,superstar,C
41203,science,male,superstar,E
37743,performer,female,superstar,C
45235,performer,female,superstar,B
27845,performer,male,superstar,D
23177,science,female,superstar,D
30068,creator,male,superstar,B
5114,performer,male,superstar,C
24746,performer,female,superstar,D
25359,performer,female,superstar,B
43205,sports,male,superstar,B
27997,performer,male,superstar,C
46839,sports,male,superstar,C
32765,performer,male,superstar,B
13127,performer,male,superstar,D
24141,manager,male,superstar,B
34347,performer,female,superstar,B
20052,performer,male,superstar,C
13405,creator,male,superstar,E
41341,performer,female,superstar,E
12069,creator,male,superstar,E
27319,performer,male,superstar,D
33819,creator,male,superstar,D
43019,politics,male,superstar,E
35032,performer,male,superstar,B
46394,performer,male,superstar,C
35236,performer,male,superstar,C
47006,performer,female,superstar,B
21403,performer,male,superstar,E
11216,sports,male,superstar,B
31812,performer,male,superstar,D
30191,sports,male,superstar,B
46731,performer,female,superstar,C
8339,creator,female,superstar,B
8840,politics,male,superstar,D
9086,politics,male,superstar,E
21216,manager,male,superstar,C
24424,manager,male,superstar,C
36284,performer,female,superstar,C
9718,sports,male,superstar,C
47509,creator,male,superstar,B
5063,creator,male,superstar,B
9324,creator,male,superstar,C
25423,performer,male,superstar,B
17709,creator,male,superstar,C
3080,performer,female,superstar,C
39735,performer,male,superstar,B
38661,creator,male,superstar,E
4594,performer,female,superstar,C
47301,performer,male,superstar,D
38781,manager,male,superstar,C
5308,performer,male,superstar,B
26070,performer,female,superstar,C
43032,creator,male,superstar,E
17301,performer,female,superstar,B
11773,performer,male,superstar,C
47280,performer,male,superstar,B
14634,performer,male,superstar,B
6793,performer,female,superstar,B
41192,creator,male,superstar,C
30183,creator,male,superstar,C
31865,performer,male,superstar,D
35807,performer,male,superstar,C
37525,sports,male,superstar,C
42929,performer,female,superstar,C
12645,performer,female,superstar,B
42414,creator,female,superstar,C
18816,manager,female,superstar,D
37107,creator,male,superstar,C
12806,science,male,superstar,E
12169,sports,male,superstar,B
10893,performer,male,superstar,C
32211,professional,male,superstar,D
3258,performer,female,superstar,B
21605,performer,male,superstar,B
5694,performer,female,superstar,C
6044,science,female,superstar,C
36208,sports,male,superstar,C
47773,creator,female,superstar,D
25060,professional,male,superstar,C
44856,performer,male,superstar,B
40456,creator,male,superstar,C
3483,creator,male,superstar,B
37373,creator,male,superstar,B
44317,performer,male,superstar,C
6504,sports,male,superstar,B
837,creator,male,superstar,C
47282,creator,male,superstar,B
827,performer,female,superstar,D
39561,sports,male,superstar,B
6473,performer,female,superstar,C
32856,performer,female,superstar,C
26437,performer,male,superstar,B
8879,performer,male,superstar,C
21045,sports,male,superstar,C
43763,performer,male,superstar,C
48309,manager,male,superstar,C
40614,performer,male,superstar,C
16440,performer,female,superstar,B
43018,performer,female,superstar,C
34617,performer,male,superstar,B
26175,creator,female,superstar,C
19772,performer,female,superstar,B
22948,performer,male,superstar,B
3547,politics,female,superstar,D
29423,performer,female,superstar,B
48253,professional,male,superstar,D
20382,creator,male,superstar,B
40951,sports,male,superstar,C
12155,creator,male,superstar,B
19266,sports,male,superstar,B
42157,performer,male,superstar,B
42731,sports,male,superstar,C
45118,performer,male,superstar,D
22762,performer,male,superstar,C
9659,performer,male,superstar,C
20071,performer,female,superstar,D
2083,professional,male,superstar,C
19568,creator,male,superstar,B
2183,politics,male,superstar,D
10280,performer,male,superstar,C
42266,performer,female,superstar,C
4201,creator,female,superstar,C
38485,creator,male,superstar,D
12501,creator,male,superstar,D
26348,sports,male,superstar,C
1894,performer,male,superstar,C
40865,sports,male,superstar,B
40065,performer,male,superstar,C
42705,sports,female,superstar,B
36990,creator,female,superstar,C
33254,performer,male,superstar,D
21976,performer,male,superstar,C
38805,performer,male,superstar,D
27181,performer,female,superstar,B
46766,sports,male,superstar,C
36659,creator,male,superstar,C
4074,sports,male,superstar,B
11022,sports,male,superstar,B
29051,performer,male,superstar,C
23667,performer,female,superstar,B
37254,performer,male,superstar,D
43585,performer,male,superstar,C
32273,performer,female,superstar,D
35690,performer,male,superstar,C
2711,performer,male,superstar,D
39527,sports,male,superstar,C
35910,performer,male,superstar,B
25566,performer,female,superstar,B
4352,creator,male,superstar,C
47241,performer,female,superstar,C
19026,manager,male,superstar,C
48237,creator,female,superstar,C
34670,performer,male,superstar,B
19121,politics,male,superstar,C
3945,creator,male,superstar,C
26148,sports,male,superstar,B
37823,performer,female,superstar,B
40843,professional,male,superstar,D
34691,creator,male,superstar,C
34511,performer,female,superstar,C
23757,science,male,superstar,D
26379,performer,female,superstar,B
34988,performer,male,superstar,C
47688,sports,male,superstar,B
47899,sports,male,superstar,B
27137,performer,female,superstar,B
8435,sports,male,superstar,B
20484,sports,male,superstar,B
8407,creator,male,superstar,C
14492,sports,male,superstar,B
22860,performer,male,superstar,D
13634,performer,female,superstar,C
272,sports,male,superstar,B
21971,performer,male,superstar,C
17040,creator,male,superstar,C
37031,politics,male,superstar,D
33363,performer,male,superstar,C
47521,sports,male,superstar,B
43924,creator,male,superstar,D
21791,performer,male,superstar,B
17920,creator,male,superstar,D
33172,creator,male,superstar,D
21705,performer,male,superstar,C
21463,professional,female,superstar,E
29455,performer,male,superstar,D
753,performer,female,superstar,B
26010,performer,male,superstar,B
5933,performer,male,superstar,C
23148,sports,male,superstar,B
13431,performer,female,superstar,B
33588,performer,female,superstar,B
38710,performer,male,superstar,C
27529,creator,female,superstar,D
5220,sports,male,superstar,D
46157,manager,male,superstar,C
41695,sports,male,superstar,B
35802,performer,female,superstar,E
25292,creator,female,superstar,C
39137,creator,male,superstar,C
28832,politics,male,superstar,E
33736,creator,male,superstar,E
27993,sports,male,superstar,D
26607,performer,male,superstar,C
26695,performer,male,superstar,C
34015,politics,female,superstar,D
8634,politics,male,superstar,D
11794,sports,male,superstar,C
8564,performer,male,superstar,C
41911,performer,male,superstar,D
32145,performer,female,superstar,C
45692,performer,female,superstar,B
15353,performer,female,superstar,C
13471,creator,male,superstar,D
33295,creator,female,superstar,C
21744,creator,male,superstar,C
26723,sports,male,superstar,B
980,performer,female,superstar,B
9857,performer,male,superstar,B
29788,performer,male,superstar,C
37775,performer,female,superstar,B
7298,performer,male,superstar,B
16525,politics,male,superstar,D
16983,performer,female,superstar,C
36113,sports,male,superstar,C
20633,performer,male,superstar,B
7540,performer,female,superstar,B
38882,performer,female,superstar,C
38964,performer,female,superstar,C
9078,science,male,superstar,C
26143,performer,male,superstar,B
47690,performer,female,superstar,B
26512,science,male,superstar,D
32155,performer,female,superstar,C
40861,performer,male,superstar,C
37988,performer,male,superstar,B
30349,sports,male,superstar,B
41865,performer,female,superstar,B
45753,creator,male,superstar,D
46774,performer,female,superstar,C
6130,creator,male,superstar,C
39685,performer,male,superstar,A
17742,performer,female,superstar,B
25417,creator,male,superstar,B
36656,manager,male,superstar,C
33731,performer,male,superstar,B
37886,performer,female,superstar,C
20709,performer,male,superstar,D
44667,performer,female,superstar,C
4563,sports,male,superstar,B
29919,professional,female,superstar,C
25434,performer,male,superstar,D
6565,sports,male,superstar,B
42588,professional,female,superstar,C
116,politics,male,superstar,D
35544,politics,female,superstar,C
15061,performer,female,superstar,C
21351,performer,male,superstar,D
18508,creator,male,superstar,E
4526,performer,male,superstar,C
9499,sports,male,superstar,C
31617,sports,male,superstar,C
24246,manager,female,superstar,D
28828,creator,female,superstar,C
6268,sports,male,superstar,B
30278,performer,male,superstar,E
38288,performer,male,superstar,B
25360,sports,male,superstar,C
24997,science,male,superstar,C
10054,sports,female,superstar,B
13265,creator,male,superstar,D
37531,sports,male,superstar,B
43558,creator,female,superstar,C
41571,performer,female,superstar,B
46967,performer,male,superstar,C
18005,performer,male,superstar,C
24770,manager,male,superstar,D
34931,sports,male,superstar,C
36542,creator,male,superstar,C
2691,performer,male,superstar,C
38055,performer,male,superstar,B
38067,performer,male,superstar,B
13791,performer,male,superstar,C
34226,performer,male,superstar,C
26385,creator,male,superstar,D
17100,performer,female,superstar,B
16789,science,male,superstar,C
19001,performer,male,superstar,C
36814,performer,female,superstar,B
41245,performer,male,superstar,C
16036,performer,female,superstar,C
43448,creator,male,superstar,C
46186,performer,male,superstar,C
7641,creator,female,superstar,C
35004,performer,male,superstar,B
21816,performer,male,superstar,B
16304,performer,female,superstar,D
9274,professional,male,superstar,C
830,performer,female,superstar,D
45194,creator,female,superstar,C
46728,manager,male,superstar,D
37905,performer,female,superstar,C
30565,science,male,superstar,D
48331,performer,male,superstar,C
11555,performer,female,superstar,C
21593,sports,male,superstar,B
45922,performer,male,superstar,C
43220,performer,male,superstar,B
24155,performer,male,superstar,B
8187,performer,male,superstar,C
33576,performer,female,superstar,B
30641,performer,male,superstar,C
41854,performer,male,superstar,C
34855,creator,male,superstar,E
17332,manager,male,superstar,D
47843,religious,male,superstar,E
20888,creator,male,superstar,C
3232,politics,male,superstar,D
21663,performer,female,superstar,D
9166,sports,male,superstar,C
24025,performer,female,superstar,B
28139,creator,male,superstar,C
39532,politics,male,superstar,C
45089,creator,male,superstar,C
39096,performer,female,superstar,C
43521,performer,female,superstar,C
34599,performer,female,superstar,B
44128,politics,male,superstar,E
9004,performer,male,superstar,B
22581,performer,male,superstar,D
23633,performer,female,superstar,B
24521,performer,female,superstar,C
24442,performer,female,superstar,B
15095,performer,female,superstar,B
1891,performer,female,superstar,B
231,performer,female,superstar,B
35833,performer,male,superstar,D
20377,performer,female,superstar,C
23963,performer,male,superstar,B
17707,performer,female,superstar,B
32839,performer,male,superstar,C
31015,performer,female,superstar,C
45465,performer,female,superstar,C
31054,creator,female,superstar,D
16831,performer,male,superstar,C
8872,creator,male,superstar,C
17498,creator,male,superstar,B
1608,performer,male,superstar,A
4888,politics,female,superstar,B
26134,performer,female,superstar,D
46618,sports,male,superstar,B
15773,performer,female,superstar,C
14478,performer,male,superstar,C
36675,performer,male,superstar,B
33259,performer,male,superstar,C
6464,performer,female,superstar,B
8794,performer,male,superstar,B
19923,performer,male,superstar,D
1889,sports,male,superstar,B
41992,performer,female,superstar,C
31673,creator,male,superstar,C
25843,performer,female,superstar,B
28688,politics,female,superstar,C
40114,performer,female,superstar,C
33868,performer,male,superstar,D
7923,politics,female,superstar,E
22620,creator,female,superstar,E
43583,performer,female,superstar,B
9149,performer,female,superstar,B
40578,performer,female,superstar,B
10713,performer,male,superstar,C
5452,creator,male,superstar,B
33776,professional,male,superstar,C
37432,performer,male,superstar,C
1909,performer,male,superstar,B
33040,sports,male,superstar,B
3396,performer,male,superstar,B
26101,creator,male,superstar,C
46462,sports,male,superstar,C
2828,creator,female,superstar,C
20374,performer,female,superstar,C
4216,sports,male,superstar,B
39586,performer,male,superstar,B
36214,creator,female,superstar,D
10099,performer,female,superstar,C
10571,creator,male,superstar,E
36454,sports,male,superstar,B
26848,manager,male,superstar,D
22555,performer,male,superstar,E
6879,performer,male,superstar,B
38598,performer,female,superstar,C
38469,sports,male,superstar,C
36869,performer,female,superstar,B
24935,performer,male,superstar,C
11650,performer,male,superstar,B
12990,performer,female,superstar,C
41039,creator,male,superstar,D
37310,performer,male,superstar,D
43643,performer,male,superstar,C
36927,performer,female,superstar,D
25127,performer,male,superstar,E
549,performer,male,superstar,D
1242,performer,female,superstar,B
7639,sports,male,superstar,C
30987,sports,male,superstar,B
43544,performer,male,superstar,C
24523,sports,female,superstar,B
32420,sports,male,superstar,B
15522,performer,male,superstar,D
25436,sports,male,superstar,C
3005,performer,female,superstar,D
2766,performer,male,superstar,C
298,performer,female,superstar,B
32320,science,male,superstar,C
21565,performer,male,superstar,C
5016,creator,male,superstar,C
35839,performer,male,superstar,B
10928,politics,male,superstar,D
10594,performer,male,superstar,D
19548,performer,female,superstar,D
22578,performer,female,superstar,B
22608,performer,male,superstar,C
34082,politics,male,superstar,E
14711,performer,male,superstar,C
22320,politics,male,superstar,C
3740,creator,male,superstar,D
46807,creator,female,superstar,D
29380,performer,male,superstar,D
4381,sports,male,superstar,B
25267,creator,female,superstar,B
29156,sports,male,superstar,B
21545,performer,male,superstar,E
35025,creator,male,superstar,C
24393,performer,male,superstar,C
4242,sports,male,superstar,B
